,user_id,date,stress_level,stress_level_2,stress_category
79,u01,2013-04-08,,3.0,Good
80,u01,2013-04-09,1,3.0,Good
81,u01,2013-04-10,1,3.0,Good
82,u01,2013-04-11,1,3.0,Good
83,u01,2013-04-12,1,3.0,Good
84,u01,2013-04-13,4,2.0,Good
85,u01,2013-04-14,1,3.0,Good
86,u01,2013-04-15,,3.0,Good
87,u01,2013-04-16,1,3.0,Good
88,u01,2013-04-17,1,3.0,Good
89,u01,2013-04-18,,2.5,Good
90,u01,2013-04-19,4,2.0,Good
91,u01,2013-04-20,4,2.0,Good
92,u01,2013-04-21,,2.1666666666666665,Good
93,u01,2013-04-22,,2.3333333333333335,Good
94,u01,2013-04-23,,2.5,Good
95,u01,2013-04-24,,2.6666666666666665,Good
96,u01,2013-04-25,,2.833333333333333,Good
97,u01,2013-04-26,1,3.0,Good
98,u01,2013-04-27,,3.5,Stressed
99,u01,2013-04-28,2,4.0,Stressed
100,u01,2013-04-29,3,5.0,Stressed
101,u01,2013-04-30,2,4.0,Stressed
102,u01,2013-05-01,,3.857142857142857,Stressed
103,u01,2013-05-02,,3.7142857142857144,Stressed
104,u01,2013-05-03,,3.5714285714285716,Stressed
105,u01,2013-05-04,,3.428571428571429,Stressed
106,u01,2013-05-05,,3.2857142857142856,Stressed
107,u01,2013-05-06,,3.142857142857143,Stressed
108,u01,2013-05-07,1,3.0,Good
109,u01,2013-05-08,,3.0,Good
110,u01,2013-05-09,,3.0,Good
111,u01,2013-05-10,,3.0,Good
112,u01,2013-05-11,,3.0,Good
113,u01,2013-05-12,,3.0,Good
114,u01,2013-05-13,,3.0,Good
115,u01,2013-05-14,,3.0,Good
116,u01,2013-05-15,,3.0,Good
117,u01,2013-05-16,,3.0,Good
118,u01,2013-05-17,,3.0,Good
119,u01,2013-05-18,,3.0,Good
120,u01,2013-05-19,,3.0,Good
121,u01,2013-05-20,,3.0,Good
122,u01,2013-05-21,,3.0,Good
123,u01,2013-05-22,,3.0,Good
124,u01,2013-05-23,,3.0,Good
125,u01,2013-05-24,,3.0,Good
126,u01,2013-05-25,,3.0,Good
127,u01,2013-05-26,,3.0,Good
128,u01,2013-05-27,,3.0,Good
129,u01,2013-05-28,,3.0,Good
130,u01,2013-05-29,,3.0,Good
131,u01,2013-05-30,,3.0,Good
132,u01,2013-05-31,,3.0,Good
133,u01,2013-06-01,,3.0,Good
134,u02,2013-03-27,4,2.0,Good
135,u02,2013-03-28,1,3.0,Good
136,u02,2013-03-29,4,2.0,Good
137,u02,2013-03-30,4,2.0,Good
138,u02,2013-03-31,5,1.0,Good
139,u02,2013-04-01,,1.6666666666666665,Good
140,u02,2013-04-02,,2.333333333333333,Good
141,u02,2013-04-03,1,3.0,Good
142,u02,2013-04-04,2,4.0,Stressed
143,u02,2013-04-05,1,3.0,Good
144,u02,2013-04-06,,2.5,Good
145,u02,2013-04-07,4,2.0,Good
146,u02,2013-04-08,1,3.0,Good
147,u02,2013-04-09,1,3.0,Good
148,u02,2013-04-10,,3.0,Good
149,u02,2013-04-11,1,3.0,Good
150,u02,2013-04-12,,3.0,Good
151,u02,2013-04-13,1,3.0,Good
152,u02,2013-04-14,2,4.0,Stressed
153,u02,2013-04-15,1,3.0,Good
154,u02,2013-04-16,2,4.0,Stressed
155,u02,2013-04-17,4,2.0,Good
156,u02,2013-04-18,4,2.0,Good
157,u02,2013-04-19,,2.0,Good
158,u02,2013-04-20,4,2.0,Good
159,u02,2013-04-21,,2.3333333333333335,Good
160,u02,2013-04-22,,2.6666666666666665,Good
161,u02,2013-04-23,1,3.0,Good
162,u02,2013-04-24,,3.0,Good
163,u02,2013-04-25,1,3.0,Good
164,u02,2013-04-26,,3.25,Stressed
165,u02,2013-04-27,,3.5,Stressed
166,u02,2013-04-28,,3.75,Stressed
167,u02,2013-04-29,2,4.0,Stressed
168,u02,2013-04-30,2,4.0,Stressed
169,u02,2013-05-01,,3.6666666666666665,Stressed
170,u02,2013-05-02,,3.3333333333333335,Stressed
171,u02,2013-05-03,1,3.0,Good
172,u02,2013-05-04,,3.0,Good
173,u02,2013-05-05,,3.0,Good
174,u02,2013-05-06,1,3.0,Good
175,u02,2013-05-07,1,3.0,Good
176,u02,2013-05-08,1,3.0,Good
177,u02,2013-05-09,,3.0,Good
178,u02,2013-05-10,,3.0,Good
179,u02,2013-05-11,,3.0,Good
180,u02,2013-05-12,,3.0,Good
181,u02,2013-05-13,,3.0,Good
182,u02,2013-05-14,,3.0,Good
183,u02,2013-05-15,,3.0,Good
184,u02,2013-05-16,,3.0,Good
185,u02,2013-05-17,,3.0,Good
186,u02,2013-05-18,,3.0,Good
187,u02,2013-05-19,,3.0,Good
188,u02,2013-05-20,,3.0,Good
189,u02,2013-05-21,,3.0,Good
190,u02,2013-05-22,,3.0,Good
191,u02,2013-05-23,,3.0,Good
192,u02,2013-05-24,,3.0,Good
193,u02,2013-05-25,,3.0,Good
194,u02,2013-05-26,,3.0,Good
195,u02,2013-05-27,,3.0,Good
196,u02,2013-05-28,,3.0,Good
197,u02,2013-05-29,,3.0,Good
198,u02,2013-05-30,,3.0,Good
199,u02,2013-05-31,,3.0,Good
200,u02,2013-06-01,,3.0,Good
201,u03,2013-03-27,4,2.0,Good
202,u03,2013-03-28,1,3.0,Good
203,u03,2013-03-29,,3.0,Good
204,u03,2013-03-30,,3.0,Good
205,u03,2013-03-31,1,3.0,Good
206,u03,2013-04-01,,2.5,Good
207,u03,2013-04-02,,2.0,Good
208,u03,2013-04-03,,1.5,Good
209,u03,2013-04-04,5,1.0,Good
210,u03,2013-04-05,5,1.0,Good
211,u03,2013-04-06,2,4.0,Stressed
212,u03,2013-04-07,1,3.0,Good
213,u03,2013-04-08,5,1.0,Good
214,u03,2013-04-09,1,3.0,Good
215,u03,2013-04-10,,2.8,Good
216,u03,2013-04-11,,2.6,Good
217,u03,2013-04-12,,2.4,Good
218,u03,2013-04-13,,2.2,Good
219,u03,2013-04-14,4,2.0,Good
220,u03,2013-04-15,,2.6666666666666665,Good
221,u03,2013-04-16,,3.333333333333333,Stressed
222,u03,2013-04-17,2,4.0,Stressed
223,u03,2013-04-18,,4.0,Stressed
224,u03,2013-04-19,,4.0,Stressed
225,u03,2013-04-20,,4.0,Stressed
226,u03,2013-04-21,2,4.0,Stressed
227,u03,2013-04-22,,3.5,Stressed
228,u03,2013-04-23,1,3.0,Good
229,u03,2013-04-24,,3.0,Good
230,u03,2013-04-25,1,3.0,Good
231,u03,2013-04-26,1,3.0,Good
232,u03,2013-04-27,,3.5,Stressed
233,u03,2013-04-28,2,4.0,Stressed
234,u03,2013-04-29,3,5.0,Stressed
235,u03,2013-04-30,5,1.0,Good
236,u03,2013-05-01,,1.1666666666666667,Good
237,u03,2013-05-02,,1.3333333333333333,Good
238,u03,2013-05-03,,1.5,Good
239,u03,2013-05-04,,1.6666666666666665,Good
240,u03,2013-05-05,,1.8333333333333333,Good
241,u03,2013-05-06,,2.0,Good
242,u03,2013-05-07,,2.1666666666666665,Good
243,u03,2013-05-08,,2.333333333333333,Good
244,u03,2013-05-09,,2.5,Good
245,u03,2013-05-10,,2.6666666666666665,Good
246,u03,2013-05-11,,2.833333333333333,Good
247,u03,2013-05-12,1,3.0,Good
248,u03,2013-05-13,,3.0,Good
249,u03,2013-05-14,,3.0,Good
250,u03,2013-05-15,,3.0,Good
251,u03,2013-05-16,,3.0,Good
252,u03,2013-05-17,,3.0,Good
253,u03,2013-05-18,,3.0,Good
254,u03,2013-05-19,,3.0,Good
255,u03,2013-05-20,,3.0,Good
256,u03,2013-05-21,,3.0,Good
257,u03,2013-05-22,,3.0,Good
258,u03,2013-05-23,,3.0,Good
259,u03,2013-05-24,,3.0,Good
260,u03,2013-05-25,,3.0,Good
261,u03,2013-05-26,,3.0,Good
262,u03,2013-05-27,,3.0,Good
263,u03,2013-05-28,,3.0,Good
264,u03,2013-05-29,,3.0,Good
265,u03,2013-05-30,,3.0,Good
266,u03,2013-05-31,,3.0,Good
267,u03,2013-06-01,,3.0,Good
268,u04,2013-03-27,1,3.0,Good
269,u04,2013-03-28,1,3.0,Good
270,u04,2013-03-29,2,4.0,Stressed
271,u04,2013-03-30,1,3.0,Good
272,u04,2013-03-31,1,3.0,Good
273,u04,2013-04-01,,4.0,Stressed
274,u04,2013-04-02,3,5.0,Stressed
275,u04,2013-04-03,2,4.0,Stressed
276,u04,2013-04-04,1,3.0,Good
277,u04,2013-04-05,2,4.0,Stressed
278,u04,2013-04-06,1,3.0,Good
279,u04,2013-04-07,1,3.0,Good
280,u04,2013-04-08,1,3.0,Good
281,u04,2013-04-09,1,3.0,Good
282,u04,2013-04-10,,4.0,Stressed
283,u04,2013-04-11,3,5.0,Stressed
284,u04,2013-04-12,,4.75,Stressed
285,u04,2013-04-13,,4.5,Stressed
286,u04,2013-04-14,,4.25,Stressed
287,u04,2013-04-15,2,4.0,Stressed
288,u04,2013-04-16,2,4.0,Stressed
289,u04,2013-04-17,1,3.0,Good
290,u04,2013-04-18,1,3.0,Good
291,u04,2013-04-19,,3.0,Good
292,u04,2013-04-20,,3.0,Good
293,u04,2013-04-21,,3.0,Good
294,u04,2013-04-22,1,3.0,Good
295,u04,2013-04-23,,3.6666666666666665,Stressed
296,u04,2013-04-24,,4.333333333333333,Stressed
297,u04,2013-04-25,3,5.0,Stressed
298,u04,2013-04-26,3,5.0,Stressed
299,u04,2013-04-27,,5.0,Stressed
300,u04,2013-04-28,3,5.0,Stressed
301,u04,2013-04-29,3,5.0,Stressed
302,u04,2013-04-30,3,5.0,Stressed
303,u04,2013-05-01,,4.857142857142857,Stressed
304,u04,2013-05-02,,4.714285714285714,Stressed
305,u04,2013-05-03,,4.571428571428571,Stressed
306,u04,2013-05-04,,4.428571428571429,Stressed
307,u04,2013-05-05,,4.285714285714286,Stressed
308,u04,2013-05-06,,4.142857142857143,Stressed
309,u04,2013-05-07,2,4.0,Stressed
310,u04,2013-05-08,1,3.0,Good
311,u04,2013-05-09,3,5.0,Stressed
312,u04,2013-05-10,,5.0,Stressed
313,u04,2013-05-11,,5.0,Stressed
314,u04,2013-05-12,,5.0,Stressed
315,u04,2013-05-13,,5.0,Stressed
316,u04,2013-05-14,,5.0,Stressed
317,u04,2013-05-15,,5.0,Stressed
318,u04,2013-05-16,,5.0,Stressed
319,u04,2013-05-17,,5.0,Stressed
320,u04,2013-05-18,,5.0,Stressed
321,u04,2013-05-19,,5.0,Stressed
322,u04,2013-05-20,,5.0,Stressed
323,u04,2013-05-21,,5.0,Stressed
324,u04,2013-05-22,,5.0,Stressed
325,u04,2013-05-23,,5.0,Stressed
326,u04,2013-05-24,,5.0,Stressed
327,u04,2013-05-25,,5.0,Stressed
328,u04,2013-05-26,,5.0,Stressed
329,u04,2013-05-27,,5.0,Stressed
330,u04,2013-05-28,,5.0,Stressed
331,u04,2013-05-29,,5.0,Stressed
332,u04,2013-05-30,,5.0,Stressed
333,u04,2013-05-31,,5.0,Stressed
334,u04,2013-06-01,,5.0,Stressed
335,u05,2013-03-27,4,2.0,Good
336,u05,2013-03-28,4,2.0,Good
337,u05,2013-03-29,,2.0,Good
338,u05,2013-03-30,4,2.0,Good
339,u05,2013-03-31,1,3.0,Good
340,u05,2013-04-01,,3.0,Good
341,u05,2013-04-02,,3.0,Good
342,u05,2013-04-03,,3.0,Good
343,u05,2013-04-04,,3.0,Good
344,u05,2013-04-05,,3.0,Good
345,u05,2013-04-06,,3.0,Good
346,u05,2013-04-07,,3.0,Good
347,u05,2013-04-08,,3.0,Good
348,u05,2013-04-09,,3.0,Good
349,u05,2013-04-10,,3.0,Good
350,u05,2013-04-11,,3.0,Good
351,u05,2013-04-12,,3.0,Good
352,u05,2013-04-13,,3.0,Good
353,u05,2013-04-14,,3.0,Good
354,u05,2013-04-15,,3.0,Good
355,u05,2013-04-16,,3.0,Good
356,u05,2013-04-17,,3.0,Good
357,u05,2013-04-18,,3.0,Good
358,u05,2013-04-19,,3.0,Good
359,u05,2013-04-20,,3.0,Good
360,u05,2013-04-21,,3.0,Good
361,u05,2013-04-22,,3.0,Good
362,u05,2013-04-23,,3.0,Good
363,u05,2013-04-24,,3.0,Good
364,u05,2013-04-25,,3.0,Good
365,u05,2013-04-26,,3.0,Good
366,u05,2013-04-27,,3.0,Good
367,u05,2013-04-28,,3.0,Good
368,u05,2013-04-29,,3.0,Good
369,u05,2013-04-30,,3.0,Good
370,u05,2013-05-01,,3.0,Good
371,u05,2013-05-02,,3.0,Good
372,u05,2013-05-03,,3.0,Good
373,u05,2013-05-04,,3.0,Good
374,u05,2013-05-05,,3.0,Good
375,u05,2013-05-06,,3.0,Good
376,u05,2013-05-07,,3.0,Good
377,u05,2013-05-08,,3.0,Good
378,u05,2013-05-09,,3.0,Good
379,u05,2013-05-10,,3.0,Good
380,u05,2013-05-11,,3.0,Good
381,u05,2013-05-12,,3.0,Good
382,u05,2013-05-13,,3.0,Good
383,u05,2013-05-14,,3.0,Good
384,u05,2013-05-15,,3.0,Good
385,u05,2013-05-16,,3.0,Good
386,u05,2013-05-17,,3.0,Good
387,u05,2013-05-18,,3.0,Good
388,u05,2013-05-19,,3.0,Good
389,u05,2013-05-20,,3.0,Good
390,u05,2013-05-21,,3.0,Good
391,u05,2013-05-22,,3.0,Good
392,u05,2013-05-23,,3.0,Good
393,u05,2013-05-24,,3.0,Good
394,u05,2013-05-25,,3.0,Good
395,u05,2013-05-26,,3.0,Good
396,u05,2013-05-27,,3.0,Good
397,u05,2013-05-28,,3.0,Good
398,u05,2013-05-29,,3.0,Good
399,u05,2013-05-30,,3.0,Good
400,u05,2013-05-31,,3.0,Good
401,u05,2013-06-01,,3.0,Good
402,u06,2013-03-27,2,4.0,Stressed
403,u06,2013-03-28,1,3.0,Good
404,u06,2013-03-29,4,2.0,Good
405,u06,2013-03-30,4,2.0,Good
406,u06,2013-03-31,4,2.0,Good
407,u06,2013-04-01,5,1.0,Good
408,u06,2013-04-02,,1.5,Good
409,u06,2013-04-03,4,2.0,Good
410,u06,2013-04-04,4,2.0,Good
411,u06,2013-04-05,5,1.0,Good
412,u06,2013-04-06,,1.3333333333333333,Good
413,u06,2013-04-07,,1.6666666666666665,Good
414,u06,2013-04-08,4,2.0,Good
415,u06,2013-04-09,,2.0,Good
416,u06,2013-04-10,,2.0,Good
417,u06,2013-04-11,4,2.0,Good
418,u06,2013-04-12,1,3.0,Good
419,u06,2013-04-13,4,2.0,Good
420,u06,2013-04-14,,3.0,Good
421,u06,2013-04-15,2,4.0,Stressed
422,u06,2013-04-16,1,3.0,Good
423,u06,2013-04-17,4,2.0,Good
424,u06,2013-04-18,4,2.0,Good
425,u06,2013-04-19,,2.0,Good
426,u06,2013-04-20,4,2.0,Good
427,u06,2013-04-21,,2.0,Good
428,u06,2013-04-22,,2.0,Good
429,u06,2013-04-23,4,2.0,Good
430,u06,2013-04-24,,2.0,Good
431,u06,2013-04-25,,2.0,Good
432,u06,2013-04-26,,2.0,Good
433,u06,2013-04-27,,2.0,Good
434,u06,2013-04-28,,2.0,Good
435,u06,2013-04-29,,2.0,Good
436,u06,2013-04-30,,2.0,Good
437,u06,2013-05-01,,2.0,Good
438,u06,2013-05-02,,2.0,Good
439,u06,2013-05-03,,2.0,Good
440,u06,2013-05-04,,2.0,Good
441,u06,2013-05-05,,2.0,Good
442,u06,2013-05-06,,2.0,Good
443,u06,2013-05-07,,2.0,Good
444,u06,2013-05-08,,2.0,Good
445,u06,2013-05-09,,2.0,Good
446,u06,2013-05-10,,2.0,Good
447,u06,2013-05-11,,2.0,Good
448,u06,2013-05-12,,2.0,Good
449,u06,2013-05-13,,2.0,Good
450,u06,2013-05-14,,2.0,Good
451,u06,2013-05-15,,2.0,Good
452,u06,2013-05-16,,2.0,Good
453,u06,2013-05-17,,2.0,Good
454,u06,2013-05-18,,2.0,Good
455,u06,2013-05-19,,2.0,Good
456,u06,2013-05-20,,2.0,Good
457,u06,2013-05-21,,2.0,Good
458,u06,2013-05-22,,2.0,Good
459,u06,2013-05-23,,2.0,Good
460,u06,2013-05-24,,2.0,Good
461,u06,2013-05-25,,2.0,Good
462,u06,2013-05-26,,2.0,Good
463,u06,2013-05-27,,2.0,Good
464,u06,2013-05-28,,2.0,Good
465,u06,2013-05-29,,2.0,Good
466,u06,2013-05-30,,2.0,Good
467,u06,2013-05-31,,2.0,Good
468,u06,2013-06-01,,2.0,Good
469,u07,2013-03-27,2,4.0,Stressed
470,u07,2013-03-28,3,5.0,Stressed
471,u07,2013-03-29,1,3.0,Good
472,u07,2013-03-30,1,3.0,Good
473,u07,2013-03-31,1,3.0,Good
474,u07,2013-04-01,3,5.0,Stressed
475,u07,2013-04-02,1,3.0,Good
476,u07,2013-04-03,1,3.0,Good
477,u07,2013-04-04,1,3.0,Good
478,u07,2013-04-05,1,3.0,Good
479,u07,2013-04-06,1,3.0,Good
480,u07,2013-04-07,1,3.0,Good
481,u07,2013-04-08,1,3.0,Good
482,u07,2013-04-09,1,3.0,Good
483,u07,2013-04-10,3,5.0,Stressed
484,u07,2013-04-11,1,3.0,Good
485,u07,2013-04-12,2,4.0,Stressed
486,u07,2013-04-13,2,4.0,Stressed
487,u07,2013-04-14,2,4.0,Stressed
488,u07,2013-04-15,2,4.0,Stressed
489,u07,2013-04-16,2,4.0,Stressed
490,u07,2013-04-17,2,4.0,Stressed
491,u07,2013-04-18,3,5.0,Stressed
492,u07,2013-04-19,,4.5,Stressed
493,u07,2013-04-20,2,4.0,Stressed
494,u07,2013-04-21,3,5.0,Stressed
495,u07,2013-04-22,,4.5,Stressed
496,u07,2013-04-23,2,4.0,Stressed
497,u07,2013-04-24,,4.5,Stressed
498,u07,2013-04-25,3,5.0,Stressed
499,u07,2013-04-26,3,5.0,Stressed
500,u07,2013-04-27,3,5.0,Stressed
501,u07,2013-04-28,,4.5,Stressed
502,u07,2013-04-29,2,4.0,Stressed
503,u07,2013-04-30,,4.5,Stressed
504,u07,2013-05-01,3,5.0,Stressed
505,u07,2013-05-02,1,3.0,Good
506,u07,2013-05-03,,3.6666666666666665,Stressed
507,u07,2013-05-04,,4.333333333333333,Stressed
508,u07,2013-05-05,3,5.0,Stressed
509,u07,2013-05-06,,4.5,Stressed
510,u07,2013-05-07,2,4.0,Stressed
511,u07,2013-05-08,2,4.0,Stressed
512,u07,2013-05-09,2,4.0,Stressed
513,u07,2013-05-10,,4.0,Stressed
514,u07,2013-05-11,,4.0,Stressed
515,u07,2013-05-12,,4.0,Stressed
516,u07,2013-05-13,,4.0,Stressed
517,u07,2013-05-14,,4.0,Stressed
518,u07,2013-05-15,,4.0,Stressed
519,u07,2013-05-16,,4.0,Stressed
520,u07,2013-05-17,,4.0,Stressed
521,u07,2013-05-18,,4.0,Stressed
522,u07,2013-05-19,2,4.0,Stressed
523,u07,2013-05-20,,4.0,Stressed
524,u07,2013-05-21,,4.0,Stressed
525,u07,2013-05-22,,4.0,Stressed
526,u07,2013-05-23,2,4.0,Stressed
527,u07,2013-05-24,2,4.0,Stressed
528,u07,2013-05-25,,4.0,Stressed
529,u07,2013-05-26,,4.0,Stressed
530,u07,2013-05-27,,4.0,Stressed
531,u07,2013-05-28,,4.0,Stressed
532,u07,2013-05-29,,4.0,Stressed
533,u07,2013-05-30,,4.0,Stressed
534,u07,2013-05-31,,4.0,Stressed
535,u07,2013-06-01,,4.0,Stressed
536,u08,2013-03-27,4,2.0,Good
537,u08,2013-03-28,4,2.0,Good
538,u08,2013-03-29,1,3.0,Good
539,u08,2013-03-30,,3.0,Good
540,u08,2013-03-31,,3.0,Good
541,u08,2013-04-01,,3.0,Good
542,u08,2013-04-02,,3.0,Good
543,u08,2013-04-03,,3.0,Good
544,u08,2013-04-04,,3.0,Good
545,u08,2013-04-05,,3.0,Good
546,u08,2013-04-06,,3.0,Good
547,u08,2013-04-07,,3.0,Good
548,u08,2013-04-08,,3.0,Good
549,u08,2013-04-09,,3.0,Good
550,u08,2013-04-10,,3.0,Good
551,u08,2013-04-11,,3.0,Good
552,u08,2013-04-12,,3.0,Good
553,u08,2013-04-13,,3.0,Good
554,u08,2013-04-14,,3.0,Good
555,u08,2013-04-15,,3.0,Good
556,u08,2013-04-16,,3.0,Good
557,u08,2013-04-17,,3.0,Good
558,u08,2013-04-18,,3.0,Good
559,u08,2013-04-19,,3.0,Good
560,u08,2013-04-20,,3.0,Good
561,u08,2013-04-21,,3.0,Good
562,u08,2013-04-22,,3.0,Good
563,u08,2013-04-23,,3.0,Good
564,u08,2013-04-24,,3.0,Good
565,u08,2013-04-25,,3.0,Good
566,u08,2013-04-26,,3.0,Good
567,u08,2013-04-27,,3.0,Good
568,u08,2013-04-28,,3.0,Good
569,u08,2013-04-29,,3.0,Good
570,u08,2013-04-30,,3.0,Good
571,u08,2013-05-01,,3.0,Good
572,u08,2013-05-02,,3.0,Good
573,u08,2013-05-03,,3.0,Good
574,u08,2013-05-04,,3.0,Good
575,u08,2013-05-05,,3.0,Good
576,u08,2013-05-06,,3.0,Good
577,u08,2013-05-07,,3.0,Good
578,u08,2013-05-08,,3.0,Good
579,u08,2013-05-09,,3.0,Good
580,u08,2013-05-10,,3.0,Good
581,u08,2013-05-11,,3.0,Good
582,u08,2013-05-12,,3.0,Good
583,u08,2013-05-13,,3.0,Good
584,u08,2013-05-14,,3.0,Good
585,u08,2013-05-15,,3.0,Good
586,u08,2013-05-16,,3.0,Good
587,u08,2013-05-17,,3.0,Good
588,u08,2013-05-18,,3.0,Good
589,u08,2013-05-19,,3.0,Good
590,u08,2013-05-20,,3.0,Good
591,u08,2013-05-21,,3.0,Good
592,u08,2013-05-22,,3.0,Good
593,u08,2013-05-23,,3.0,Good
594,u08,2013-05-24,,3.0,Good
595,u08,2013-05-25,,3.0,Good
596,u08,2013-05-26,,3.0,Good
597,u08,2013-05-27,,3.0,Good
598,u08,2013-05-28,,3.0,Good
599,u08,2013-05-29,,3.0,Good
600,u08,2013-05-30,,3.0,Good
601,u08,2013-05-31,,3.0,Good
602,u08,2013-06-01,,3.0,Good
603,u09,2013-03-27,,4.0,Stressed
604,u09,2013-03-28,2,4.0,Stressed
605,u09,2013-03-29,,4.0,Stressed
606,u09,2013-03-30,2,4.0,Stressed
607,u09,2013-03-31,1,3.0,Good
608,u09,2013-04-01,1,3.0,Good
609,u09,2013-04-02,4,2.0,Good
610,u09,2013-04-03,4,2.0,Good
611,u09,2013-04-04,4,2.0,Good
612,u09,2013-04-05,1,3.0,Good
613,u09,2013-04-06,2,4.0,Stressed
614,u09,2013-04-07,1,3.0,Good
615,u09,2013-04-08,1,3.0,Good
616,u09,2013-04-09,4,2.0,Good
617,u09,2013-04-10,4,2.0,Good
618,u09,2013-04-11,1,3.0,Good
619,u09,2013-04-12,4,2.0,Good
620,u09,2013-04-13,1,3.0,Good
621,u09,2013-04-14,,3.0,Good
622,u09,2013-04-15,1,3.0,Good
623,u09,2013-04-16,1,3.0,Good
624,u09,2013-04-17,2,4.0,Stressed
625,u09,2013-04-18,4,2.0,Good
626,u09,2013-04-19,,2.0,Good
627,u09,2013-04-20,4,2.0,Good
628,u09,2013-04-21,4,2.0,Good
629,u09,2013-04-22,4,2.0,Good
630,u09,2013-04-23,4,2.0,Good
631,u09,2013-04-24,1,3.0,Good
632,u09,2013-04-25,1,3.0,Good
633,u09,2013-04-26,1,3.0,Good
634,u09,2013-04-27,4,2.0,Good
635,u09,2013-04-28,1,3.0,Good
636,u09,2013-04-29,3,5.0,Stressed
637,u09,2013-04-30,1,3.0,Good
638,u09,2013-05-01,,3.0,Good
639,u09,2013-05-02,1,3.0,Good
640,u09,2013-05-03,1,3.0,Good
641,u09,2013-05-04,,3.0,Good
642,u09,2013-05-05,,3.0,Good
643,u09,2013-05-06,,3.0,Good
644,u09,2013-05-07,1,3.0,Good
645,u09,2013-05-08,1,3.0,Good
646,u09,2013-05-09,1,3.0,Good
647,u09,2013-05-10,,2.8333333333333335,Good
648,u09,2013-05-11,,2.6666666666666665,Good
649,u09,2013-05-12,,2.5,Good
650,u09,2013-05-13,,2.3333333333333335,Good
651,u09,2013-05-14,,2.166666666666667,Good
652,u09,2013-05-15,4,2.0,Good
653,u09,2013-05-16,,2.5,Good
654,u09,2013-05-17,1,3.0,Good
655,u09,2013-05-18,2,4.0,Stressed
